id,sex,birth,age1,age,area,edu,income,k2,k3,k4,k6,k7,k8,k10,k12,k13,k14,ideo_self
600,1,1954,62,6,8,3,1,1,1,0,1,1,1,0,0,1,1,7
638,1,1952,64,6,8,3,1,1,,1,1,,1,,1,0,1,5
667,1,1956,60,6,8,2,1,1,0,1,1,1,1,1,0,1,1,5
675,1,1953,63,6,4,2,1,1,0,1,1,,1,0,0,1,1,7
689,1,1956,60,6,4,3,3,1,0,1,1,1,1,0,0,1,1,8
713,1,1956,60,6,4,2,2,1,0,0,1,0,1,1,1,1,1,4
721,1,1955,61,6,4,3,1,0,1,0,1,0,0,1,1,0,1,0
733,1,1952,64,6,4,4,1,1,0,1,1,1,0,0,0,,1,9
745,1,1951,65,6,4,3,1,1,0,,1,0,0,1,0,0,1,5
746,1,1953,63,6,8,2,1,1,1,1,1,1,0,0,0,0,1,10
757,1,1955,61,6,8,4,1,1,0,1,1,1,1,0,0,1,1,7
799,1,1950,66,6,8,4,1,0,1,0,1,1,1,0,0,1,0,6
891,1,1947,69,6,8,1,1,1,,,1,0,,,,0,,6
19,2,1953,63,6,8,2,1,1,0,1,0,0,0,1,1,0,0,0
47,2,1954,62,6,4,2,1,,0,,,0,1,,1,0,0,4
79,2,1952,64,6,8,2,1,1,0,1,1,0,0,1,0,0,1,10
101,2,1956,60,6,4,2,2,1,0,,,,,,,,,4
110,2,1955,61,6,8,2,1,1,0,0,1,0,1,1,0,1,1,4
122,2,1955,61,6,8,2,3,0,,0,0,1,1,1,1,0,1,3
126,2,1938,78,6,8,2,3,,1,0,0,0,1,1,1,0,1,4
135,2,1948,68,6,8,2,1,,,,1,,1,,0,,1,7
146,2,1953,63,6,8,2,1,1,0,1,1,0,1,0,0,,0,5
310,2,1944,72,6,8,1,1,1,0,,1,0,1,0,1,0,1,5
737,2,1949,67,6,8,4,1,1,0,1,1,,1,0,0,1,1,8
943,2,1937,79,6,4,1,1,0,1,0,1,0,0,1,1,0,1,3
254,1,1964,52,5,8,5,1,1,0,1,1,0,0,1,0,1,1,8
265,1,1962,54,5,8,4,1,1,0,1,1,0,0,0,0,1,1,5
270,1,1963,53,5,8,2,1,1,0,0,0,0,1,1,1,0,0,7
273,1,1960,56,5,8,2,1,1,0,1,1,0,0,0,0,0,1,5
275,1,1965,51,5,8,2,1,1,1,0,0,0,1,1,0,0,1,4
284,1,1963,53,5,8,4,8,1,1,1,1,1,0,0,0,1,1,6
308,1,1963,53,5,8,3,1,0,1,0,1,0,0,0,0,0,1,5
322,1,1962,54,5,4,4,1,0,1,0,0,0,0,1,1,0,1,2
330,1,1964,52,5,8,2,2,1,0,0,0,0,1,1,0,0,1,5
336,1,1966,50,5,8,2,1,1,0,1,1,0,1,0,1,0,1,9
338,1,1966,50,5,4,2,1,,0,1,0,0,0,0,1,0,1,4
340,1,1964,52,5,8,4,2,1,1,1,1,0,1,1,0,0,1,7
351,1,1962,54,5,8,4,1,1,0,1,1,1,1,0,0,1,1,7
437,1,1962,54,5,8,4,3,1,0,0,1,0,0,1,0,0,1,5
439,1,1966,50,5,8,4,1,0,1,0,1,0,1,0,0,0,1,3
458,1,1966,50,5,8,4,1,0,,0,1,0,1,1,,,,3
550,1,1966,50,5,4,4,1,0,0,0,1,0,1,1,1,0,1,3
556,1,1957,59,5,8,4,1,1,1,1,1,0,1,0,0,1,1,7
557,1,1966,50,5,8,2,1,0,1,0,1,0,0,,1,0,0,5
590,1,1957,59,5,8,2,7,1,1,0,1,0,1,0,0,1,1,9
598,1,1957,59,5,4,4,1,0,1,0,1,0,0,0,0,0,1,3
608,1,1966,50,5,8,4,1,1,1,0,1,0,1,1,1,0,1,4
649,1,1957,59,5,8,5,1,0,0,0,1,0,1,0,0,0,1,3
659,1,1966,50,5,8,2,1,1,0,1,1,0,1,1,0,1,1,10
660,1,1966,50,5,4,4,1,1,0,0,1,1,0,,1,0,0,6
710,1,1957,59,5,8,1,2,0,1,0,1,0,0,0,0,0,1,1
722,1,1957,59,5,8,2,1,1,1,0,1,0,0,0,0,1,1,5
740,1,1966,50,5,8,2,1,1,1,0,0,1,1,0,0,0,1,5
766,1,1966,50,5,4,4,1,0,0,,1,0,1,0,1,0,1,6
771,1,1966,50,5,8,5,1,1,1,1,1,0,1,0,1,1,1,7
798,1,1966,50,5,4,3,1,0,1,0,1,0,0,1,1,0,0,3
802,1,1966,50,5,4,2,2,0,1,0,1,0,0,0,,0,1,3
819,1,1966,50,5,8,4,5,1,1,1,1,0,0,,1,0,1,7
962,1,1966,50,5,8,5,1,1,0,1,1,0,1,0,0,0,1,7
1024,1,1961,55,5,8,3,1,1,0,1,1,1,1,0,0,1,1,8
1044,1,1966,50,5,8,2,1,0,0,0,1,0,0,0,0,0,1,3
1,2,1958,58,5,8,2,1,,0,0,1,,0,,0,0,0,4
2,2,1961,55,5,4,2,1,1,0,,,1,0,,0,0,0,8
4,2,1960,56,5,4,2,1,1,0,1,1,,,0,1,1,,5
5,2,1961,55,5,8,5,1,0,1,0,0,0,0,0,1,0,1,3
10,2,1960,56,5,8,3,3,1,0,1,1,1,0,0,0,1,1,5
15,2,1959,57,5,8,2,1,1,0,,0,,,,1,,1,3
17,2,1960,56,5,8,2,1,,1,,1,,1,1,1,0,1,5
27,2,1959,57,5,8,4,3,1,0,1,0,,,1,1,1,1,5
28,2,1961,55,5,8,4,1,1,0,1,1,1,1,0,0,1,1,8
44,2,1961,55,5,4,2,1,,,,,,,,0,1,1,5
45,2,1959,57,5,8,2,2,1,0,1,1,1,0,,0,1,,3
63,2,1959,57,5,8,2,1,,,1,,0,1,1,1,1,,10
64,2,1957,59,5,8,2,2,0,1,0,0,0,1,1,1,0,1,8
105,2,1957,59,5,8,2,1,1,1,0,0,0,0,0,,0,1,5
109,2,1964,52,5,8,2,1,0,1,0,0,0,0,1,1,0,1,3
117,2,1960,56,5,4,2,1,1,,1,1,0,0,,,,0,5
132,2,1959,57,5,4,2,1,,1,,1,0,0,0,,0,,4
159,2,1961,55,5,4,3,1,,0,0,1,0,0,0,1,0,,0
172,2,1957,59,5,8,5,1,1,0,1,1,0,1,0,0,1,0,8
174,2,1959,57,5,8,5,10,,,,,,,,,,,9
181,2,1960,56,5,8,2,1,,0,0,1,,0,0,0,0,1,0
220,2,1964,52,5,4,2,2,,,0,0,,,1,,0,1,5
370,2,1963,53,5,4,3,1,,,1,1,0,0,0,0,0,1,5
497,2,1965,51,5,8,4,10,1,1,,1,0,1,,1,0,,5
498,2,1963,53,5,8,1,1,,1,,1,,0,,,0,1,5
724,2,1966,50,5,4,2,1,1,,1,1,,0,,0,0,0,6
431,1,1974,42,4,4,2,2,1,1,,1,,1,,0,0,0,5
554,1,1967,49,4,4,3,1,1,0,1,1,1,1,0,0,0,1,6
593,1,1972,44,4,8,2,1,0,1,0,1,,0,1,1,0,1,4
618,1,1969,47,4,8,4,1,1,0,1,1,,1,,,,1,7
635,1,1967,49,4,4,2,1,,,,,,,,,,,5
639,1,1968,48,4,8,2,1,0,1,0,1,0,0,1,1,0,0,1
662,1,1971,45,4,8,4,1,1,1,1,1,1,0,0,0,1,0,7
666,1,1972,44,4,8,4,1,,1,,,,0,,,0,1,5
668,1,1975,41,4,8,4,2,0,,0,1,0,,1,1,0,1,5
674,1,1967,49,4,8,4,5,0,1,1,1,0,1,1,1,0,1,3
700,1,1969,47,4,4,3,1,0,1,1,1,1,,0,1,,1,7
711,1,1967,49,4,8,4,1,0,1,0,0,,0,,0,0,0,6
720,1,1970,46,4,4,3,1,0,1,0,,0,0,1,1,0,0,3
741,1,1968,48,4,8,2,1,1,1,1,1,1,0,1,1,0,1,4
749,1,1967,49,4,8,4,1,0,1,0,1,0,0,1,1,0,1,0
752,1,1968,48,4,8,4,1,1,1,1,1,0,1,0,0,0,1,7
760,1,1975,41,4,8,2,1,1,1,1,1,0,0,0,1,0,1,5
770,1,1969,47,4,8,2,1,1,0,,1,0,,,,0,1,5
773,1,1967,49,4,4,4,3,,1,,1,0,,,,0,1,5
779,1,1974,42,4,8,2,1,1,1,1,1,0,1,0,0,0,1,5
794,1,1967,49,4,8,5,1,1,1,1,1,,0,0,0,,0,6
800,1,1976,40,4,8,4,1,1,0,0,1,,1,0,0,0,1,8
828,1,1968,48,4,8,2,2,0,1,0,0,0,0,1,1,0,1,5
829,1,1967,49,4,8,5,6,0,1,0,0,0,0,1,1,0,0,2
835,1,1969,47,4,4,3,1,,1,0,1,0,0,1,1,0,1,4
842,1,1970,46,4,8,2,1,1,0,1,1,1,,0,0,1,1,6
871,1,1967,49,4,8,2,1,1,,1,1,0,,1,0,0,0,7
887,1,1971,45,4,8,2,1,0,0,1,1,,0,,1,0,1,1
895,1,1974,42,4,8,4,1,1,1,0,1,0,0,1,1,0,1,5
900,1,1970,46,4,4,5,1,1,1,1,0,1,0,0,1,0,1,5
902,1,1972,44,4,8,3,2,,,,1,,,,0,0,1,5
907,1,1969,47,4,4,4,1,1,0,1,1,,0,,,0,1,5
908,1,1969,47,4,4,3,1,0,1,0,0,0,0,1,1,0,0,3
914,1,1967,49,4,8,4,1,1,0,1,1,1,1,0,0,1,1,6
935,1,1969,47,4,4,2,2,0,,,,,,,,,,5
939,1,1969,47,4,8,2,1,1,0,0,0,0,0,,,0,1,5
946,1,1970,46,4,8,5,9,,0,,,,0,,0,,0,5
954,1,1974,42,4,8,4,1,0,1,0,1,0,,0,,0,1,3
957,1,1969,47,4,4,2,2,0,,,,,,,,,,5
970,1,1971,45,4,8,4,4,1,0,1,0,1,1,0,0,1,1,10
993,1,1970,46,4,4,2,1,1,1,1,1,0,,0,1,0,0,5
1002,1,1971,45,4,8,3,1,0,0,0,1,0,0,1,1,0,1,7
1005,1,1975,41,4,8,4,1,1,0,1,1,0,1,0,0,0,1,6
1019,1,1973,43,4,8,2,1,,1,1,1,,,,0,1,,5
1037,1,1976,40,4,4,2,1,1,1,0,0,0,0,1,0,0,0,4
1052,1,1974,42,4,8,2,1,0,0,0,,0,0,,0,0,1,5
115,2,1975,41,4,8,5,1,1,,1,0,0,0,,0,0,1,5
149,2,1967,49,4,8,4,1,1,1,1,1,,1,0,,0,1,7
158,2,1968,48,4,8,4,3,1,1,0,0,0,1,0,1,0,1,5
193,2,1969,47,4,8,2,1,0,1,0,0,0,0,1,0,0,1,5
213,2,1968,48,4,4,5,1,0,0,1,1,0,1,0,0,0,1,5
214,2,1968,48,4,4,1,1,1,0,,,,1,,0,1,1,5
224,2,1975,41,4,8,3,1,0,0,1,,0,,1,0,0,1,5
225,2,1971,45,4,8,3,1,0,1,0,1,,1,0,0,0,1,5
274,2,1975,41,4,8,2,3,1,1,0,1,1,0,0,0,0,,5
286,2,1972,44,4,8,2,1,0,1,,1,,0,,1,,1,5
303,2,1969,47,4,8,4,1,1,1,1,1,0,0,0,0,0,1,10
333,2,1968,48,4,4,2,1,1,1,1,,,,,0,,,4
390,2,1973,43,4,8,3,2,1,,,,1,0,1,1,0,1,5
393,2,1967,49,4,4,2,1,1,0,1,1,0,0,0,0,0,1,5
408,2,1968,48,4,4,2,1,0,1,0,0,0,0,0,1,1,,1
463,2,1968,48,4,4,4,1,0,1,0,1,0,0,0,1,0,1,1
469,2,1975,41,4,4,2,1,,,,,0,0,,,0,1,2
507,2,1968,48,4,8,4,1,1,1,0,1,1,0,1,0,0,1,3
566,2,1970,46,4,8,2,3,0,1,1,1,0,1,1,1,0,1,2
574,2,1968,48,4,4,4,4,0,1,0,1,0,0,1,1,0,1,2
609,2,1967,49,4,8,2,5,,,,,,0,,,0,,5
672,2,1967,49,4,8,3,7,,0,,,1,0,,0,1,,5
765,2,1976,40,4,8,4,1,1,0,1,1,1,0,0,0,0,1,4
775,2,1967,49,4,8,3,1,1,0,1,,,,1,0,1,1,10
790,2,1968,48,4,4,2,1,0,1,0,0,,0,0,0,0,0,2
803,2,1968,48,4,4,3,1,0,1,0,0,0,0,0,1,0,1,4
812,2,1972,44,4,8,3,1,1,0,0,1,0,0,1,1,0,1,5
814,2,1970,46,4,8,4,1,,,,,,0,,,,,5
825,2,1975,41,4,8,4,6,1,0,1,1,1,1,1,1,1,1,2
933,2,1969,47,4,8,4,1,,,1,1,0,1,1,1,0,1,5
941,2,1972,44,4,8,2,1,1,0,0,0,0,0,1,0,0,1,3
983,2,1969,47,4,8,2,1,,,,,1,1,1,1,0,1,3
1007,2,1973,43,4,8,2,1,0,0,1,1,0,0,0,0,1,1,5
1042,2,1970,46,4,8,2,12,1,1,1,0,0,0,1,0,0,1,7
1050,2,1973,43,4,8,4,1,1,1,0,1,0,0,0,1,0,0,4
382,1,1984,32,3,8,4,1,1,1,,1,,0,,0,,1,5
395,1,1979,37,3,4,5,1,1,1,0,1,0,1,0,0,0,1,4
396,1,1982,34,3,4,2,1,0,0,0,0,1,1,1,1,,,4
404,1,1979,37,3,8,2,1,0,1,,1,0,0,,0,0,0,3
412,1,1978,38,3,8,3,1,1,1,1,0,0,1,1,0,0,1,7
426,1,1986,30,3,8,4,3,,1,0,,0,0,1,1,0,0,4
427,1,1977,39,3,8,4,1,,1,1,1,0,,,,0,1,3
430,1,1979,37,3,8,3,1,0,0,0,0,0,1,0,0,0,1,5
440,1,1986,30,3,8,4,4,0,1,0,,0,0,,1,0,0,5
446,1,1984,32,3,8,4,1,0,1,1,1,0,0,0,0,0,1,4
455,1,1986,30,3,4,3,1,1,,,1,,0,,,0,1,0
522,1,1979,37,3,8,3,1,1,1,0,0,1,0,0,1,0,1,6
527,1,1986,30,3,8,3,2,0,1,0,0,0,0,,1,0,1,0
533,1,1977,39,3,8,5,1,0,1,1,1,0,1,1,0,1,1,6
615,1,1979,37,3,8,4,3,0,1,,1,0,0,0,1,0,,4
632,1,1978,38,3,8,4,1,1,1,1,1,1,1,0,0,0,1,7
680,1,1985,31,3,8,2,1,0,0,0,0,,0,,1,0,1,5
693,1,1986,30,3,8,4,1,0,1,0,,0,0,1,1,0,1,2
804,1,1980,36,3,4,3,1,0,0,0,0,,1,1,0,0,1,7
808,1,1985,31,3,8,2,1,,,,,0,0,1,1,0,1,1
859,1,1982,34,3,8,5,1,1,1,,1,1,0,0,1,0,1,9
875,1,1979,37,3,8,5,1,0,0,0,1,0,0,,0,0,1,3
917,1,1981,35,3,8,2,2,1,,1,1,,0,,0,1,0,7
923,1,1986,30,3,8,4,1,0,0,1,,0,0,,0,0,1,10
925,1,1984,32,3,4,2,1,1,1,0,0,0,0,0,1,1,0,5
937,1,1985,31,3,4,3,2,1,0,1,1,0,0,1,0,0,1,7
959,1,1983,33,3,8,3,1,0,1,0,0,0,0,1,0,0,1,1
1001,1,1977,39,3,8,4,1,,,0,1,0,1,0,1,0,1,4
1006,1,1986,30,3,4,1,1,0,1,0,1,0,0,1,1,0,1,1
1008,1,1980,36,3,8,2,1,1,1,1,1,1,,,1,1,1,10
1010,1,1984,32,3,8,2,1,1,1,1,1,,0,1,0,0,1,4
1022,1,1979,37,3,8,4,1,0,1,0,1,,0,,1,0,0,3
1028,1,1982,34,3,8,2,1,1,0,,1,0,0,,0,0,1,5
1031,1,1978,38,3,4,4,2,1,1,0,1,0,0,1,1,0,0,4
1033,1,1982,34,3,8,2,2,1,1,,1,0,0,1,1,0,0,1
257,2,1981,35,3,8,3,1,,0,,,,0,0,0,1,1,7
279,2,1979,37,3,8,4,1,0,1,0,0,0,0,1,1,0,0,2
283,2,1977,39,3,8,3,1,1,0,0,1,0,0,,1,0,1,6
314,2,1983,33,3,8,2,1,,,,,,0,,1,0,1,6
335,2,1986,30,3,8,4,1,1,,1,1,0,,0,1,0,1,7
352,2,1977,39,3,8,4,1,1,0,,1,,0,,1,0,1,5
353,2,1983,33,3,8,3,1,1,1,,1,0,1,,0,0,1,3
361,2,1979,37,3,8,2,1,1,0,0,0,0,1,0,0,0,1,5
398,2,1984,32,3,8,2,2,1,1,0,0,0,0,0,0,0,1,3
411,2,1986,30,3,8,4,4,0,1,0,0,0,1,,1,0,1,3
464,2,1978,38,3,8,2,1,1,,,1,0,0,,0,0,,5
466,2,1980,36,3,8,3,1,,1,1,,,0,1,1,0,,5
472,2,1981,35,3,8,2,1,,,,,1,,,,,,4
501,2,1985,31,3,8,2,1,,0,,,,0,,,0,1,1
502,2,1981,35,3,8,3,1,0,0,0,0,0,0,1,1,0,1,4
508,2,1986,30,3,4,3,1,1,,,1,1,0,1,1,0,1,5
552,2,1982,34,3,8,4,1,,1,1,1,1,1,,0,0,0,6
570,2,1980,36,3,8,2,1,1,0,1,0,1,1,1,1,0,1,5
573,2,1981,35,3,4,3,3,,0,0,1,0,0,,,0,1,5
578,2,1977,39,3,8,2,1,0,0,,0,1,0,1,1,0,,5
586,2,1983,33,3,8,2,1,1,1,1,1,0,0,,1,0,1,5
595,2,1982,34,3,8,2,1,,1,,,1,1,1,1,0,1,0
657,2,1977,39,3,8,2,1,,0,,,,1,,1,0,1,3
695,2,1985,31,3,8,2,1,1,0,1,1,0,0,0,1,0,1,0
716,2,1980,36,3,8,2,1,1,1,0,1,,0,0,0,0,1,4
874,2,1981,35,3,8,2,1,1,0,1,1,0,1,0,0,1,1,7
878,2,1984,32,3,8,3,1,0,1,0,0,1,0,0,0,0,1,3
905,2,1985,31,3,8,4,1,0,1,0,1,0,0,1,1,0,1,4
920,2,1981,35,3,8,2,1,0,0,0,0,0,0,1,0,0,1,2
921,2,1979,37,3,4,3,1,1,1,0,0,1,0,1,1,0,0,3
942,2,1977,39,3,8,2,1,1,0,1,1,0,1,0,0,1,1,8
964,2,1977,39,3,8,2,12,0,1,0,,0,0,0,0,0,1,2
355,1,1989,27,2,8,2,1,0,,0,1,0,0,1,1,0,1,5
359,1,1987,29,2,8,2,1,1,1,1,0,1,0,0,0,1,0,9
373,1,1991,25,2,8,1,1,0,1,1,1,0,0,0,0,0,1,5
377,1,1991,25,2,8,4,2,0,,0,0,0,0,0,1,0,0,3
388,1,1993,23,2,8,4,5,1,0,0,0,1,1,0,1,1,0,5
442,1,1988,28,2,8,4,1,0,0,0,0,0,1,1,1,1,0,3
445,1,1990,26,2,4,3,15,1,1,0,1,0,0,0,0,0,0,5
460,1,1989,27,2,4,5,11,,,,,,,1,1,1,,4
462,1,1996,20,2,8,4,1,0,0,0,0,0,1,0,1,1,,6
470,1,1993,23,2,4,2,1,1,,1,1,0,0,0,0,0,1,6
481,1,1987,29,2,8,4,10,1,1,0,0,0,0,0,1,0,1,0
486,1,1992,24,2,8,4,1,,1,,0,,0,1,1,0,0,4
504,1,1989,27,2,8,2,1,0,1,1,1,0,0,0,0,0,1,5
505,1,1989,27,2,4,3,1,0,0,0,1,0,1,0,0,0,1,8
546,1,1994,22,2,8,2,1,1,1,1,0,0,0,0,0,0,1,5
617,1,1989,27,2,4,3,1,1,0,1,1,0,,,1,0,,4
630,1,1994,22,2,8,4,1,0,0,1,1,1,0,,1,0,1,3
631,1,1987,29,2,8,4,1,1,1,0,0,0,0,1,0,0,0,4
642,1,1990,26,2,4,2,1,0,1,1,1,0,0,0,0,0,1,10
673,1,1993,23,2,8,4,1,,0,1,1,0,0,0,0,1,1,6
677,1,1988,28,2,4,4,1,0,1,0,,0,,,1,0,1,4
691,1,1988,28,2,4,2,1,1,0,0,1,1,0,0,1,1,1,8
778,1,1988,28,2,8,2,3,0,,0,1,0,0,0,1,0,1,3
841,1,1996,20,2,8,2,1,,,,,,,,,,,5
888,1,1990,26,2,8,4,1,,0,0,1,0,1,0,1,,0,4
898,1,1987,29,2,8,3,1,,0,0,,,,,1,0,1,5
926,1,1989,27,2,8,4,1,0,1,1,0,0,0,0,0,0,1,7
929,1,1991,25,2,8,3,14,0,1,0,1,,0,0,1,0,1,7
930,1,1989,27,2,4,3,1,1,,1,1,,0,,1,0,1,5
958,1,1995,21,2,4,3,1,0,0,,0,,,,1,,1,4
979,1,1992,24,2,8,2,1,,1,1,1,,0,,1,0,,5
992,1,1989,27,2,8,2,15,0,1,0,0,0,0,0,1,0,1,0
1040,1,1995,21,2,8,2,1,,,,,,,,,,,5
1049,1,1992,24,2,8,2,1,,,,,0,,,,0,,5
1051,1,1988,28,2,8,3,1,1,1,1,1,,0,,1,0,1,5
266,2,1996,20,2,8,2,1,,,1,1,0,0,,1,0,1,6
304,2,1995,21,2,8,4,1,,,,,,,,1,1,0,4
309,2,1988,28,2,8,3,2,1,0,1,1,0,0,1,1,0,0,5
311,2,1994,22,2,4,2,4,,1,1,,0,0,,0,0,1,6
320,2,1995,21,2,8,3,1,1,1,,1,0,0,0,1,0,1,2
337,2,1995,21,2,4,3,1,1,1,0,0,1,,0,0,1,0,6
347,2,1991,25,2,8,3,1,1,0,1,0,0,,0,0,1,,4
369,2,1993,23,2,4,3,1,0,,0,1,1,0,,1,0,1,5
378,2,1989,27,2,8,2,7,1,0,0,0,1,1,,,,0,2
387,2,1993,23,2,8,2,1,,0,,1,0,0,,0,0,1,4
414,2,1994,22,2,4,2,1,0,0,0,,,0,,0,1,,7
429,2,1993,23,2,8,5,1,,1,0,,0,0,,1,0,,6
453,2,1996,20,2,8,3,1,1,,,,,0,,,0,1,5
473,2,1989,27,2,4,3,1,,,,,,,,0,0,1,7
488,2,1990,26,2,8,4,1,,1,,1,0,,1,0,0,1,6
514,2,1996,20,2,8,2,1,1,1,0,0,,0,1,0,0,1,6
526,2,1995,21,2,8,2,7,0,1,0,0,1,1,1,1,1,0,1
599,2,1991,25,2,4,2,1,,0,0,,0,0,,0,0,1,3
839,2,1994,22,2,4,3,2,,,,,,,,,,,0
847,2,1992,24,2,8,3,1,,,,,,,,,0,,5
850,2,1987,29,2,4,2,1,0,0,0,1,0,1,1,1,,,7
883,2,1989,27,2,8,3,1,1,1,,1,0,0,,1,0,1,5
886,2,1993,23,2,8,4,1,,1,0,0,0,0,1,1,0,1,4
896,2,1995,21,2,8,2,1,0,1,0,0,1,0,1,1,0,0,4
936,2,1989,27,2,4,2,1,1,0,0,0,1,1,1,1,1,0,2
944,2,1989,27,2,8,2,1,,1,,1,,0,,1,0,1,7
949,2,1995,21,2,8,2,1,,,,,,,,,,,4
968,2,1991,25,2,4,3,1,1,0,,1,0,0,1,0,0,1,5
976,2,1989,27,2,4,2,1,,,,,1,1,1,1,1,0,3
977,2,1991,25,2,4,4,1,1,1,0,1,1,0,0,0,0,1,2
985,2,1995,21,2,8,3,10,0,0,0,0,0,0,1,1,0,1,5
1054,2,1991,25,2,4,2,1,1,0,1,0,0,0,1,0,1,0,2
670,1,1953,63,6,9,2,1,1,0,1,1,0,1,0,0,1,1,8
707,2,1955,61,6,9,2,1,1,0,1,0,1,1,0,0,1,1,6
206,1,1962,54,5,9,4,1,0,1,0,0,0,0,0,0,1,1,3
251,1,1964,52,5,9,2,2,,0,1,1,,0,0,0,0,0,5
334,1,1958,58,5,9,1,1,0,,0,0,0,0,0,,0,,0
647,1,1964,52,5,9,2,1,0,,1,,0,,,0,0,,4
719,1,1966,50,5,9,4,1,0,1,1,1,,0,1,0,0,0,4
20,2,1957,59,5,9,2,1,1,0,1,1,,1,0,0,1,1,9
230,1,1975,41,4,9,4,3,0,1,0,0,0,0,1,1,0,0,4
364,1,1967,49,4,9,4,1,,0,0,0,0,1,0,0,0,1,5
312,2,1967,49,4,9,4,3,0,1,0,0,0,0,1,1,0,0,4
487,1,1979,37,3,9,4,1,,0,0,1,0,1,1,0,0,1,3
161,2,1979,37,3,9,4,3,0,0,0,1,0,0,1,0,0,1,5
422,2,1986,30,3,9,4,1,,,,,,,,,0,1,5
252,1,1996,20,2,9,4,1,,1,1,,0,0,,1,,,5
291,2,1996,20,2,9,3,1,,,,1,,0,,1,0,1,5
644,2,1988,28,2,9,5,14,1,,,,,0,0,,,1,5
797,2,1989,27,2,9,3,6,,1,,,0,,0,0,0,1,7
11,1,1955,61,6,11,4,1,1,0,1,1,,1,1,1,1,1,10
53,1,1949,67,6,6,2,1,1,1,1,1,1,1,0,0,1,1,10
62,1,1952,64,6,6,1,1,1,,,,,1,0,1,1,1,5
176,1,1955,61,6,11,5,1,1,0,1,1,,1,0,0,1,1,7
190,1,1954,62,6,10,3,1,0,1,1,1,1,0,0,0,1,1,4
249,1,1952,64,6,6,3,3,1,0,1,1,0,1,0,0,1,1,10
290,1,1956,60,6,6,2,1,1,0,0,1,0,,0,0,0,1,7
503,1,1953,63,6,17,4,1,1,0,1,1,,1,0,0,,1,8
640,1,1953,63,6,11,4,1,0,1,0,0,0,0,1,0,0,1,8
681,1,1950,66,6,6,2,1,1,0,1,1,,1,0,0,1,1,10
688,1,1954,62,6,11,4,1,0,1,0,1,0,0,0,0,1,0,4
58,2,1956,60,6,11,1,1,,0,,,,,,1,0,1,5
233,2,1955,61,6,11,1,1,1,0,0,1,0,0,0,1,0,1,5
142,1,1966,50,5,6,4,1,1,0,1,1,0,1,1,0,0,1,3
180,1,1957,59,5,6,4,4,1,0,0,1,1,1,0,0,1,1,6
183,1,1965,51,5,6,4,1,0,1,0,1,,0,1,1,0,0,5
198,1,1964,52,5,6,4,1,1,0,1,1,0,1,1,0,0,1,10
205,1,1963,53,5,10,5,2,1,1,0,0,0,1,0,0,1,1,6
231,1,1958,58,5,6,4,1,1,,0,0,0,1,0,0,0,0,6
299,1,1964,52,5,11,4,1,0,1,1,1,0,0,0,1,0,0,4
676,1,1966,50,5,6,3,1,1,1,1,1,0,0,0,0,0,1,5
696,1,1966,50,5,10,2,3,1,0,0,1,,0,1,1,0,0,5
869,1,1965,51,5,6,4,2,1,0,1,1,1,0,1,1,1,1,5
22,2,1963,53,5,6,2,1,1,,1,1,0,0,,0,0,1,4
108,2,1966,50,5,6,3,2,1,,,,,0,,1,0,1,5
150,2,1962,54,5,10,2,3,0,1,0,,0,0,1,1,0,,7
191,2,1961,55,5,11,4,1,0,,1,0,,0,1,0,0,0,2
367,2,1966,50,5,11,2,6,,1,1,1,0,,,1,1,0,5
769,2,1966,50,5,17,4,15,1,,0,0,0,0,1,1,0,1,5
399,1,1967,49,4,11,2,1,0,0,0,0,1,,1,1,0,1,6
407,1,1973,43,4,11,3,1,0,0,0,0,0,1,1,1,0,1,4
419,1,1974,42,4,6,4,1,0,1,0,0,0,0,1,1,0,1,4
482,1,1971,45,4,6,3,1,0,1,0,,0,0,1,,0,0,3
